name_fr,name_ar,wilaya_code,daira,postal_code,latitude,longitude,code_commune
Sidi Bouzid,سيدي بوزيد,59,Brida,59008,34.342777,2.261389,308
Taouiala,تاويالة,59,Hadj Mechri,59010,33.87186,1.8606,317
Azil Abedelkader,عزيل عبد القادر,60,Azil Abdelkader,63007,35.3667,5.1833,515
Barika,بريكة,60,Barika,63001,35.3972,5.3658,542
Bitam,بيطام,60,Barika,63002,35.0333,5.3,514
Djezzar,الجزار,60,Seggana,63006,35.50956,5.26679,543
M Doukal,إمدوكل,60,Barika,63003,35.121,5.485278,555
Ouled Ammar,أولاد عمار,60,Azil Abdelkader,63008,35.15,5.34,556
Seggana,سقانة,60,Seggana,63005,35.365555,5.575,529
Tilatou,تيلاطو,60,Tilatou,63004,35.329167,5.8667,518
Ain Zaatout,عين زعطوط,61,El Kantara,62005,34.9080556,5.83,718
Branis,برانيس,61,Djemorah,62003,34.99338,5.775,7003
Djemorah,جمورة,61,Djemorah,62002,35.1026843,5.864722,720
El Kantara,القنطرة,61,El Kantara,62001,35.192365,5.6668306,717
El Outaya,الوطاية,61,El Outaya,62004,35.03412,5.59517,716
Bir-El-Ater,بئر العاتر,62,Bir El Ater,65001,34.74488,8.06,1202
El Ogla El Malha,العقلة المالحة,62,Negrine,65004,35.121944,7.9402184,1215
Ferkane,فركان,62,Bir El Ater,65002,34.56233,7.412222,1228
Negrine,نقرين,62,Negrine,65003,34.48593,7.5193093,1209
Bouihi,البويهي,63,Sidi Djillali,61004,,,
El Aricha,العريشة,63,El Aricha,61001,34.22259,-1.257,1332
El Gor,القور,63,El Aricha,61002,34.63797,-1.15296,1310
Sidi Djillali,سيدي الجيلالي,63,Sidi Djillali,61003,34.4609,-1.5664,1341
Bougara,بوقرة,64,Zmalet El Emir Abdelkader,67004,36.54,3.081,922
Hamadia,حمادية,64,Rechaiga,67006,35.45918,1.87316,1435
Ksar Chellala,قصر الشلالة,64,Ksar Chellala,67001,35.21222,2.3189,1429
Rechaiga,الرشايقة,64,Rechaiga,67005,35.4081,1.9739,1430
Serghine,سرغين,64,Ksar Chellala,67002,35.254444,2.30861,1439
Zmalet El Emir Abdelkade,زمالة  الأمير عبد القادر,64,,,,,
Ain Fekka,عين فقه,65,Sidi Laadjel,68010,35.433333,3.583333333,1735
Ain Oussera,عين وسارة,65,Ain Oussera,68001,35.4542653,2.904444,1731
Benhar,بنهار,65,Ain Oussera,68002,35.4859395,3.1081,1732
Birine,بيرين,65,Birine,68004,35.6383108,3.2869,1708
Bouira Lahdab,بويرة الأحداب,65,Bouira Lahdab,68006,35.243889,3.75,1709
El Khemis,الخميس,65,Birine,68005,35.5397,2.515833,1711
Guernini,قرنيني,65,Ain Oussera,68003,35.19970336,2.682895682,1721
Had Sahary,حد الصحاري,65,Bouira Lahdab,68007,35.35056,3.3609,1720
Hassi Fedoul,حاسي فدول,65,Sidi Laadjel,68009,35.436666,2.2142,1733
Sidi Laadjel,سيدي لعجال,65,Sidi Laadjel,68008,35.438055,2.5,1719
Amourah,عمورة,66,Amourah,69008,34.354444,3.87083333,1734
Deldoul,دلدول,66,Messaad,69003,28.702778,0.15,117
Faidh El Botma,فيض البطمة,66,Sed Rahal,69007,34.527777,3.781944,1707
Guettara,قطارة,66,Messaad,69002,33.158611,4.685277,1718
Messaad,مسعد,66,Messaad,69001,34.15429,3.50309,1717
Oum Laadham,أم العظام,66,Selmana,69005,33.720277,4.53056,1724
Sed Rahal,سد الرحال,66,Sed Rahal,69006,33.948333,3.231111,1706
Selmana,سلمانة,66,Selmana,69004,34.16440361,3.562011761,1722
Ain Boucif,عين بوسيف,67,Ain Boucif,66007,35.89123,3.1585,2604
Ain Ouksir,عين اقصير,67,Chellalet El Adhaoura,66018,35.818653,3.470555,2641
Aziz,عزيز,67,Aziz,66012,35.816667,2.45,2632
Boghar,بوغار,67,Boghar,66019,35.911389,2.71667,2625
Bouaiche,بوعيش,67,Chahbounia,26053,35.552778,2.1731,2610
Boughzoul,بوغزول,67,Chahbounia,66005,35.7533117,2.7381672,2651
Chabounia,الشهبونية,67,Chahbounia,66004,35.54472221,2.603333,2638
Chelalet El Adhaoura,شلالة العذاورة,67,Chellalet El Adhaoura,66015,35.94,3.4139,2618
Cheniguel,شنيقل,67,Chellalet El Adhaoura,66016,35.922222,3.5667,2640
Derrag,دراق,67,Aziz,66014,35.908611,2.38778,2608
El Ouinet,العوينات,67,Ain Boucif,66011,35.3344,3.035556,2657
Kef Lakhdar,الكاف الاخضر,67,Ain Boucif,66008,35.923333,3.2875,2617
Ksar El Boukhari,قصر البخاري,67,Ksar El Boukhari,66001,35.88889,2.74905,2635
M'fatha,مفاتحة,67,,,,,
Ouled Antar,أولاد عنتر,67,Boghar,66020,35.9951773,2.60231,2658
Ouled Emaaraf,أولاد امعرف,67,,,,,
Ouled Hellal,أولاد هلال,67,Boghar,66021,35.9370104,2.4980197,2622
Oum El Djellil,أم الجليل,67,Aziz,66013,35.8275,2.6239,2642
Saneg,السانق,67,Ksar El Boukhari,66003,35.8514,3.253056,2664
Sidi Demed,سيدي دامد,67,Ain Boucif,66010,34.55,0.259722,2012
Tafraout,تفراوت,67,Chellalet El Adhaoura,66017,36.0877,3.4308,2623
Ain El Melh,عين الملح,68,Ain El Melh,64016,34.8470491,4.1634964,2841
Ain Fares,عين فارس,68,Ain El Melh,64018,35.03583333,4.428333333,2837
Ain Rich,عين الريش,68,Ain El Melh,64017,34.680794,4.096956,2844
Ben Srour,بن سرور,68,Ben Srour,64007,35.0404431,4.5633795,2824
Benzouh,بن زوه,68,Ouled Sidi Brahim,28026,35.438055,4.383333,2835
Bir Foda,بئر فضة,68,Aïn El Melh,28014,34.82,3.899444,2836
Bou Saada,بوسعادة,68,Bou Saada,64001,35.219167,4.17402,2820
Djebel Messaad,جبل مساعد,68,Djebel Messaad,64014,34.991121,4.092493,2847
El Hamel,الهامل,68,Bou Saada,64002,35.1283,4.083333,2827
El Houamed,الحوامد,68,Khoubana,28040,35.2917758,4.53358,2826
Khoubana,خبانة,68,Khoubana,64004,35.31444444,4.566944,2807
M'cif,مسيف,68,Khoubana,28039,35.3281,4.8,2808
Medjedel,امجدل,68,Medjedel,28041,34.9611111,3.6793899,2842
Menaa,مناعة,68,Menaa,05028,35.1777,6.006775,506
Mohamed Boudiaf,محمد بوضياف,68,Ben Srour,64010,34.8941667,4.428611,2834
Ouled Sidi Brahim,أولاد سيدي ابراهيم,68,Ouled Sidi Brahim,64011,36.2,4.174722,2823
Ouled Slimane,أولاد سليمان,68,Ben Srour,64008,34.91609,4.73694444,2825
Oulteme,ولتام,68,Bou Saada,64003,35.0350816,5.3360215,2846
Sidi Ameur,سيدي عامر,68,Sidi Ameur,64012,33.768333,1.413611111,3218
Sidi M'hamed,سيدي امحمد,68,Ain El Melh,64020,36.7563368,3.0551159,1602
Slim,سليم,68,Djebel Messaad,64015,34.938889,3.734722222,2843
Tamsa,تامسة,68,Sidi Ameur,64013,35.173611,3.925556,2823
Zarzour,زرزور,68,Ben Srour,64009,35.0358333,4.433333,2833
Ain El Orak,عين العراك,69,El Abiodh Sidi Cheikh,60002,33.4100573,0.7385302,3208
Arbaouat,اربوات,69,El Abiodh Sidi Cheikh,60003,33.08833333,0.5823,3209
Boussemghoun,بوسمغون,69,Boussemghoun,60005,32.8643,0.0201,3213
Chellala,شلالة,69,Chellala,60006,35.216667,0.0556,3214
El Bnoud,البنود,69,El Abiodh Sidi Cheikh,60004,32.31222222,0.244444,3216
El Mehara,المحرة,69,Chellala,60007,33.311667,0.364444,3219
Labiodh Sidi Cheikh,الأبيض سيدي الشيخ,69,El Abiodh Sidi Cheikh,60001,32.898611,0.544444,3207
