id,name,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type,type_label_fr,type_label_ar,address,operator_wilaya
25-016,ESO001013,25,2501,Constantine,36.3423,6.65286,exact,operator_api,ooredoo,"{""ooredoo"":""1423362""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,cite Guemas 1310 J Constantine,Constantine
25-017,ESO000812,25,2502,Hamma Bouziane,36.3956,6.60363,exact,operator_api,ooredoo,"{""ooredoo"":""1423364""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE 07 BKIRA PREMIERE TRANCHE,Constantine
25-018,ESO000241,25,2506,El Khroub,36.2583,6.69375,exact,operator_api,ooredoo,"{""ooredoo"":""1423366""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,23 CTE. 1000 LOGTS BT 78,Constantine
25-019,ESO000622,25,2510,Ain Smara,36.2614,6.58208,exact,operator_api,ooredoo,"{""ooredoo"":""1423368""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,42 CITE AIN EL BAY 490 LOGTS BAT 22 NOUVELLE VILLE ALI MENDJEL,Constantine
25-020,ESO000100,25,2510,Ain Smara,36.2667,6.50028,exact,operator_api,ooredoo,"{""ooredoo"":""1423370""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,RTE. NAT N5,Constantine
25-021,ESO000547,25,2512,Ibn Ziad,36.3794,6.47278,exact,operator_api,ooredoo,"{""ooredoo"":""1423372""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. 1 er Novembre 1954,Constantine
26-001,ESO000682,26,2601,Medea,36.2667,2.75,exact,operator_api,ooredoo,"{""ooredoo"":""1423376""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,COPROPRIETE N° 142 LOT 72,Medea
26-002,ESO000747,26,2601,Medea,36.2629,2.75221,exact,operator_api,ooredoo,"{""ooredoo"":""1423378""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.FRERES KADIK,Medea
26-003,ESO000534,26,2646,Beni Slimane,36.2287,3.30494,exact,operator_api,ooredoo,"{""ooredoo"":""1423382""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE DES FONCTIONNAIRES,Medea
26-004,ESO000766,26,2652,Tablat,36.4127,3.30814,exact,operator_api,ooredoo,"{""ooredoo"":""1423384""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. Abderahmane Bouhmidi,Medea
26-005,ESO000819,26,2661,Sedraya,36.2453,3.52774,exact,operator_api,ooredoo,"{""ooredoo"":""1423386""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.Ahmed Boussekine,Medea
26-006,ESO000406,26,2609,El Guelbelkebir,36.2557,3.41582,exact,operator_api,ooredoo,"{""ooredoo"":""1467455""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.VILLAGE AGRICOLE,Medea
26-007,EO MEDEA,26,2601,Medea,36.2653,2.76736,exact,operator_api,ooredoo,"{""ooredoo"":""1467586""}",EO,Espace Ooredoo,فضاء أوريدو,"Ctre Cial Cte Sotratit, Av Taniyat El Hadjer - MEDEA",Medea
27-001,EO MOSTAGANEM,27,2701,Mostaganem,35.9288,0.08822,exact,operator_api,ooredoo,"{""ooredoo"":""1423388""}",EO,Espace Ooredoo,فضاء أوريدو,MOSTAGANEM,Mostaganem
27-002,ESO000750,27,2702,Sayada,35.9669,0.096587,exact,operator_api,ooredoo,"{""ooredoo"":""1423390""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,KHAROUBA II HAI 52 LOGEMENT RDC BAT  A 2 N° 68,Mostaganem
27-003,ESO000640,27,2712,Sidi Ali,36.101,0.412009,exact,operator_api,ooredoo,"{""ooredoo"":""1423392""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL 02 LOT 123/52,Mostaganem
27-004,ESO000803,27,2712,Sidi Ali,36.0981,0.422315,exact,operator_api,ooredoo,"{""ooredoo"":""1423394""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOT 117 Coop CANASTEL N°13,Mostaganem
27-005,ESO000029,27,2716,Sidi-Lakhdar,36.1661,0.441111,exact,operator_api,ooredoo,"{""ooredoo"":""1423396""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. MOHAMED TOUMI MEKRERE,Mostaganem
27-006,ESO000447,27,2716,Sidi-Lakhdar,36.1631,0.438889,exact,operator_api,ooredoo,"{""ooredoo"":""1423398""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,BLOC A H LOT N°92 LOCAL N°6,Mostaganem
27-007,ESO000401,27,2717,Achaacha,36.2458,0.634444,exact,operator_api,ooredoo,"{""ooredoo"":""1423400""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,ACHAACHA CENTRE COTE ECOLE PRIMAIRE CTE 30 LOGTS,Mostaganem
27-008,ESO000811,27,2717,Achaacha,36.2477,0.63486,exact,operator_api,ooredoo,"{""ooredoo"":""1423402""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,ACHAACHA CENTRE,Mostaganem
27-009,ESO000755,27,2719,Bouguirat,35.7491,0.26311,exact,operator_api,ooredoo,"{""ooredoo"":""1423404""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Rue Mohamed Khemisti lot 38 Coop 69,Mostaganem
27-010,ESO000408,27,2722,Mesra,35.8358,0.167742,exact,operator_api,ooredoo,"{""ooredoo"":""1423406""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. NESLI CHAREF COPROPRIETE N 25 LOT 32,Mostaganem
27-011,ESO000589,27,2725,Ouled Boughalem,36.32,0.670278,exact,operator_api,ooredoo,"{""ooredoo"":""1423408""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,Village OULED BOUGHALEM,Mostaganem
27-012,ESO000601,27,2711,Kheir-Eddine,35.9802,0.168335,exact,operator_api,ooredoo,"{""ooredoo"":""1467453""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,11 R. TAREK KHIREDINE,Mostaganem
27-013,ESO000675,27,2701,Mostaganem,35.9171,0.064446,exact,operator_api,ooredoo,"{""ooredoo"":""1467457""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,SALAMANDRE CITE 85 logts bat A3N°C,Mostaganem
28-001,EO M'SILA,28,2801,M'sila,35.7044,4.53545,exact,operator_api,ooredoo,"{""ooredoo"":""1423410""}",EO,Espace Ooredoo,فضاء أوريدو,M'SILA,M'Sila
28-002,ESO000175,28,2803,Hammam Dalaa,35.9261,4.3775,exact,operator_api,ooredoo,"{""ooredoo"":""1423414""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,EL HATABIA CTRE. LOCAL N1,M'Sila
28-003,ESO000551,28,2804,Ouled Derradj,35.6889,4.77583,exact,operator_api,ooredoo,"{""ooredoo"":""1423416""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°05 OULED DERRADJ CENTRE,M'Sila
28-004,ESO000710,28,2811,Magra,35.6128,5.11475,exact,operator_api,ooredoo,"{""ooredoo"":""1423418""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,"CTE Ouled Arbia local N°1, Commune de Magra , Wilaya de M’Sila",M'Sila
28-005,ESO000171,28,2815,Belaiba,35.6542,5.03194,exact,operator_api,ooredoo,"{""ooredoo"":""1423420""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 40 LOGTS N16 LOCAL N1,M'Sila
28-006,CSO SIDI AISSA,28,2816,Sidi Aissa,35.885,3.77417,exact,operator_api,ooredoo,"{""ooredoo"":""1423422""}",CSO,City Shop Ooredoo,متجر أوريدو,Cité 5 Juillet 1962,M'Sila
28-007,ESO000211,28,2816,Sidi Aissa,35.885,3.77361,exact,operator_api,ooredoo,"{""ooredoo"":""1423424""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 5 JUILLET LOCAL N2,M'Sila
28-008,ESO000429,28,2801,M'sila,35.7094,4.53583,exact,operator_api,ooredoo,"{""ooredoo"":""1467833""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE 36 LOGTS LOCAL 01,M'Sila
28-009,ESO000709,28,2801,M'sila,35.7316,4.49387,exact,operator_api,ooredoo,"{""ooredoo"":""1467835""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,"Local N°20  rdc N°7  logts N°80 Social Participatif Hadaj Mebrouk Mouilha , Commune de M’Sila , Wilaya de M’Sila",M'Sila
29-001,ESO000306,29,2901,Mascara,35.395,0.143333,exact,operator_api,ooredoo,"{""ooredoo"":""1423430""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. KODS LOT 066 LOTS 026,Mascara
29-002,CSO GHRISS,29,2912,Ghriss,35.2456,0.156944,exact,operator_api,ooredoo,"{""ooredoo"":""1423432""}",CSO,City Shop Ooredoo,متجر أوريدو,Hai Labidi Ali Rue Abed Mohamed Ghriss,Mascara
29-003,ESO000233,29,2912,Ghriss,35.2481,0.158333,exact,operator_api,ooredoo,"{""ooredoo"":""1423434""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,BD.  BANDOU MOHAMED MAGASIN N2,Mascara
29-004,ESO000334,29,2913,Froha,35.305,0.128889,exact,operator_api,ooredoo,"{""ooredoo"":""1423436""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,6 R. BERAHAL EL HABIB,Mascara
29-005,CSO SIG,29,2926,Sig,35.5309,-0.193517,exact,operator_api,ooredoo,"{""ooredoo"":""1423440""}",CSO,City Shop Ooredoo,متجر أوريدو,Entre la Rue de la révolution et Rue BETTAHR BOUADJMI –SIG-MASCARA,Mascara
29-006,CSO MOHAMMADIA,29,2931,Mohammadia,35.5904,0.066025,exact,operator_api,ooredoo,"{""ooredoo"":""1423444""}",CSO,City Shop Ooredoo,متجر أوريدو,BOULEVARD AMIR ABDELKADER MOHAMMADIA MASCARA,Mascara
29-007,ESO000027,29,2931,Mohammadia,35.5894,0.064444,exact,operator_api,ooredoo,"{""ooredoo"":""1423446""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,16 R. ALI BOUHLAL LOCAL N02,Mascara
29-008,ESO000536,29,2931,Mohammadia,35.5894,0.075278,exact,operator_api,ooredoo,"{""ooredoo"":""1423448""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,118 LOTS 06 AVE Kada Khaddour local B,Mascara
29-009,ESO000727,29,2931,Mohammadia,35.5911,0.06851,exact,operator_api,ooredoo,"{""ooredoo"":""1423450""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,N°48 Rue Benzahra Abdelkader local N°2,Mascara
29-010,ESO000731,29,2935,Sedjerara,35.5301,0.194917,exact,operator_api,ooredoo,"{""ooredoo"":""1423452""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. Nekab Miloud ex ave de la revolution N°39 Lot 57 Coopropriete 20,Mascara
29-011,ESO000381,29,2922,Oued Taria,35.1153,0.088333,exact,operator_api,ooredoo,"{""ooredoo"":""1467461""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. DE L'INDEPENDANCE,Mascara
29-012,EO MASCARA,29,2901,Mascara,35.3965,0.139732,exact,operator_api,ooredoo,"{""ooredoo"":""1467579""}",EO,Espace Ooredoo,فضاء أوريدو,"01, Place Emir Abdelkader, Mascara",Mascara
30-001,EO HASSI MESSAOUD,30,3004,Hassi Messaoud,31.686,6.06639,exact,operator_api,ooredoo,"{""ooredoo"":""1423454""}",EO,Espace Ooredoo,فضاء أوريدو,HASSI MESSAOUD,Ouargla
30-002,ESO000744,30,3001,Ouargla,31.9468,5.31895,exact,operator_api,ooredoo,"{""ooredoo"":""1423460""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N°: 05 A RUE LARBI BEN M'HIDI,Ouargla
30-003,EO OUARGLA,30,3001,Ouargla,31.9594,5.33321,exact,operator_api,ooredoo,"{""ooredoo"":""1467581""}",EO,Espace Ooredoo,فضاء أوريدو,Cte 150 logts - Ouargla,Ouargla
31-001,ESO000810,31,3122,Sidi Ben Yebka,36.2477,-0.634848,exact,operator_api,ooredoo,"{""ooredoo"":""1422892""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE.SEFSSAFA,Batna
31-002,ESO000389,31,3111,Oued Tlelat,35.5186,-0.408889,exact,operator_api,ooredoo,"{""ooredoo"":""1423442""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. HADJAM KADOUR N 44 LOCAL N 2,Mascara
31-003,EO ES SENIA,31,3105,Es Senia,35.6526,-0.626472,exact,operator_api,ooredoo,"{""ooredoo"":""1423468""}",EO,Espace Ooredoo,فضاء أوريدو,ES SENIA,Oran
31-004,ESO000359,31,3101,Oran,35.7114,-0.603525,exact,operator_api,ooredoo,"{""ooredoo"":""1423476""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE.IBN ROCH POINT DU JOUR R. B 19 ENTREE 19,Oran
31-005,ESO000360,31,3101,Oran,35.7046,-0.642681,exact,operator_api,ooredoo,"{""ooredoo"":""1423478""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,ANGLE 7 R. 20 AOUT CTE. EMIR ET 2 R. CHERCHAL GAUFOU,Oran
31-006,ESO000374,31,3101,Oran,35.6927,-0.613297,exact,operator_api,ooredoo,"{""ooredoo"":""1423480""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE.  ECHOUHADA ST GEORGE N01 LOCAL N1,Oran
31-007,ESO000430,31,3101,Oran,35.7044,-0.639444,exact,operator_api,ooredoo,"{""ooredoo"":""1423482""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,37 R. 20 AOUT,Oran
31-008,ESO000509,31,3101,Oran,35.697,-0.626697,exact,operator_api,ooredoo,"{""ooredoo"":""1423484""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,35 BVD EL HUSSEIN IBEN ALI EX RUE VAUCHEZ,Oran
31-009,ESO000639,31,3101,Oran,35.6739,-0.680899,exact,operator_api,ooredoo,"{""ooredoo"":""1423486""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE BOUAMAM VILLAGE ROUNKA KENTRA ALBANE LOTS AR 268/5 ABLOUCHE LOT 3,Oran
31-010,ESO000681,31,3101,Oran,35.6961,-0.648611,exact,operator_api,ooredoo,"{""ooredoo"":""1423488""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE.NOUVELLE VILLE ANGLE  RUE HAFRAT AHMED N° 01 ET 27 RUE DJEBBOUR MAAMAR LOCAL N°01,Oran
31-011,ESO000799,31,3101,Oran,35.6895,-0.648932,exact,operator_api,ooredoo,"{""ooredoo"":""1423490""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,HAI MOKRANI PARTIE N°05 BD ALN N°14,Oran
31-012,ESO000804,31,3103,Bir El Djir,35.7448,-0.561929,exact,operator_api,ooredoo,"{""ooredoo"":""1423492""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE .483 logts cooperative lot 10,Oran
31-013,ESO001015,31,3101,Oran,35.7107,-0.604306,exact,operator_api,ooredoo,"{""ooredoo"":""1423494""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,OUKDIM lot 55 GROUPE Copropriete  148 PORTE N°127 local N° 1,Oran
31-014,ESO000361,31,3101,Oran,35.7022,-0.594169,exact,operator_api,ooredoo,"{""ooredoo"":""1423496""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 287 LOGTS BT C2 LOCAL N1 USTO,Oran
31-015,ESO000477,31,3103,Bir El Djir,35.7275,-0.560833,exact,operator_api,ooredoo,"{""ooredoo"":""1423498""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. KHEMISTI 193 PROMO 210,Oran
31-016,ESO000809,31,3103,Bir El Djir,35.7032,-0.558411,exact,operator_api,ooredoo,"{""ooredoo"":""1423500""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,HAI EL YASMINE PAUSE 52 COMPLEXE RESIDENTIEL 96 LOGTS BLOC D MAGASIN 07 PARTIE 07,Oran
31-017,ESO000480,31,3104,Hassi Bounif,35.6925,-0.501667,exact,operator_api,ooredoo,"{""ooredoo"":""1423502""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,RN BAT 26  LOT N°01,Oran
31-018,ESO000351,31,3105,Es Senia,35.6634,-0.633694,exact,operator_api,ooredoo,"{""ooredoo"":""1423504""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CITE 52 VILLA N6 LOT1 LOCAL1,Oran
31-019,ESO000476,31,3105,Es Senia,35.6494,-0.624444,exact,operator_api,ooredoo,"{""ooredoo"":""1423506""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,14 PLACE DES MARTYRS,Oran
31-020,ESO000348,31,3106,Arzew,35.8573,-0.312572,exact,operator_api,ooredoo,"{""ooredoo"":""1423508""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N01 RT N60,Oran
31-021,ESO000701,31,3107,Bethioua,35.8009,-0.268889,exact,operator_api,ooredoo,"{""ooredoo"":""1423512""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOT E3B LOT E3,Oran
31-022,ESO000340,31,3108,Marsat El Hadjadj,35.795,-0.166111,exact,operator_api,ooredoo,"{""ooredoo"":""1423514""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,12 R. MOHAMED KHMISTI,Oran
31-023,ESO000513,31,3109,Ain Turk,35.7366,-0.772686,exact,operator_api,ooredoo,"{""ooredoo"":""1423516""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,"CTE. BEN SAMIR PROJET 60 LOGTS ILOT 39,1-3 BAT B LOCAL 08",Oran
31-024,ESO000072,31,3111,Oued Tlelat,35.5519,-0.448889,exact,operator_api,ooredoo,"{""ooredoo"":""1423518""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,01 R. GOURINE ABDELKADER,Oran
31-025,ESO000413,31,3123,Messerghin,35.6135,-0.738333,exact,operator_api,ooredoo,"{""ooredoo"":""1423520""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 43 BIS R. E.ABDELKADER LOCAL3,Oran
31-026,ESO000424,31,3124,Boutlelis,35.5724,-0.900494,exact,operator_api,ooredoo,"{""ooredoo"":""1423522""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. MOHAMED KHEMISTI LOT N°02,Oran
31-027,CSO SIDI CHAHMI,31,3103,Bir El Djir,35.695,-0.572064,exact,operator_api,ooredoo,"{""ooredoo"":""1467363""}",CSO,City Shop Ooredoo,متجر أوريدو,"PLACE 16 MAI SITE SABAH, SIDI CHAHMI ORAN",Oran
31-028,ESO000425,31,3117,El Kerma,35.6429,-0.573067,exact,operator_api,ooredoo,"{""ooredoo"":""1467463""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. EL NEDJMA LOTS 261 LOT 14 LOCAL N°02,Oran
31-029,ESO001012,31,3103,Bir El Djir,35.7032,-0.560414,exact,operator_api,ooredoo,"{""ooredoo"":""1467465""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,cite yasmine POS 52 aadl lot E5 bat A2,Oran
31-030,EO ORAN MARAVAL,31,3101,Oran,35.6769,-0.648678,exact,operator_api,ooredoo,"{""ooredoo"":""1467585""}",EO,Espace Ooredoo,فضاء أوريدو,"60, R Mekki Khelifa Maraval - ORAN",Oran
31-031,CSO BETHIOUA,31,3107,Bethioua,35.8029,-0.270219,exact,operator_api,ooredoo,"{""ooredoo"":""1467637""}",CSO,City Shop Ooredoo,متجر أوريدو,CITE 200 LOGEMENTS  A COTE POLYCLINIQUE - BETTIOUA- ORAN,Oran
31-032,EO ORAN DIRECTION,31,3101,Oran,35.7081,-0.596639,exact,operator_api,ooredoo,"{""ooredoo"":""1467653""}",EO,Espace Ooredoo,فضاء أوريدو,"60, R Mekki Khelifa Maraval - ORAN",Oran
31-033,EO AKID LOTFI 2,31,3103,Bir El Djir,35.7269,-0.588,exact,operator_api,ooredoo,"{""ooredoo"":""1467659""}",EO,Espace Ooredoo,فضاء أوريدو,"60, R Mekki Khelifa Maraval - ORAN",Oran
31-034,EO ORAN POINT DU JOUR,31,3101,Oran,35.7083,-0.604445,exact,operator_api,ooredoo,"{""ooredoo"":""1467665""}",EO,Espace Ooredoo,فضاء أوريدو,"60, R Mekki Khelifa Maraval - ORAN",Oran
32-001,EO EL BAYADH,32,3201,El Bayadh,33.6822,1.015,exact,operator_api,ooredoo,"{""ooredoo"":""1423524""}",EO,Espace Ooredoo,فضاء أوريدو,EL BAYADH,El Bayadh
32-002,ESO000816,32,3201,El Bayadh,33.6845,1.0112,exact,operator_api,ooredoo,"{""ooredoo"":""1423526""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,RUE 01 NOVEMBRE N°40 CLASSE 34 G.P N°387,El Bayadh
33-001,EO ILLIZI,33,3301,Illizi,26.4997,8.47556,exact,operator_api,ooredoo,"{""ooredoo"":""1423532""}",EO,Espace Ooredoo,فضاء أوريدو,ILLIZI,Illizi
34-001,EO BORDJ BOU ARRIREDJ,34,3401,Bordj Bou Arreridj,36.0744,4.76647,exact,operator_api,ooredoo,"{""ooredoo"":""1423536""}",EO,Espace Ooredoo,فضاء أوريدو,BORDJ BOU ARRERIDJ,Bordj Bou Arreridj
34-002,ESO000209,34,3401,Bordj Bou Arreridj,36.0706,4.75528,exact,operator_api,ooredoo,"{""ooredoo"":""1423538""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,42 R. AMIR ABDELKADER,Bordj Bou Arreridj
34-003,ESO000484,34,3401,Bordj Bou Arreridj,36.0785,4.7732,exact,operator_api,ooredoo,"{""ooredoo"":""1423540""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 500 LOGTS BAT 08 N°27,Bordj Bou Arreridj
34-004,ESO000754,34,3401,Bordj Bou Arreridj,36.0692,4.74369,exact,operator_api,ooredoo,"{""ooredoo"":""1423542""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,COOPÉRATIVE  IMMOBILIÈRE N°1  L'ESPOIR BOULEVARD B N LOCAL 01ET 2 LOT 108 COOP 55,Bordj Bou Arreridj
34-005,CSO RAS EL OUED,34,3402,Ras El Oued,35.9503,5.03444,exact,operator_api,ooredoo,"{""ooredoo"":""1423544""}",CSO,City Shop Ooredoo,متجر أوريدو,a coté de la cnep,Bordj Bou Arreridj
34-006,ESO000791,34,3431,Bir Kasdali,36.1441,5.02446,exact,operator_api,ooredoo,"{""ooredoo"":""1423546""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,RUE ABDELHAMID BEN BADIS N°1951,Bordj Bou Arreridj
34-007,ESO000186,34,3409,Bordj Ghedir,35.9006,4.90056,exact,operator_api,ooredoo,"{""ooredoo"":""1467466""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. TAHAR HAROUZ EN FACE DU MARCHE,Bordj Bou Arreridj
34-008,ESO000405,34,3412,Belimour,36.0397,4.81556,exact,operator_api,ooredoo,"{""ooredoo"":""1467469""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. CAFETERIA DE L’AEROPORT,Bordj Bou Arreridj
35-001,EO BORDJ MENAIL,35,3504,Bordj Menaiel,36.7441,3.71652,exact,operator_api,ooredoo,"{""ooredoo"":""1423548""}",EO,Espace Ooredoo,فضاء أوريدو,BORDJ MENAIL,Boumerdes
35-002,ESO000492,35,3516,Corso,36.7575,3.45695,exact,operator_api,ooredoo,"{""ooredoo"":""1423552""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,PLATEAU OUEST BAT 64 A N°07,Boumerdes
35-003,ESO000773,35,3516,Corso,36.7558,3.47666,exact,operator_api,ooredoo,"{""ooredoo"":""1423554""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 392 Logts bat 18,Boumerdes
35-004,ESO000545,35,3502,Boudouaou,36.7253,3.41222,exact,operator_api,ooredoo,"{""ooredoo"":""1423556""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. Charef Ali Local N°03,Boumerdes
35-005,ESO000648,35,3502,Boudouaou,36.7168,3.39675,exact,operator_api,ooredoo,"{""ooredoo"":""1423558""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 20 Aout,Boumerdes
35-006,ESO000655,35,3502,Boudouaou,36.7256,3.4098,exact,operator_api,ooredoo,"{""ooredoo"":""1423560""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. Tilmatine  Hamoud local N°6,Boumerdes
35-007,ESO000713,35,3504,Bordj Menaiel,36.7442,3.72179,exact,operator_api,ooredoo,"{""ooredoo"":""1423562""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. Meddaoui Ali ecole BACHIR el Ibrahimi,Boumerdes
35-008,ESO000112,35,3509,Isser,36.7272,3.66778,exact,operator_api,ooredoo,"{""ooredoo"":""1423564""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. COLONEL AMIROUCHE LOCAL N21,Boumerdes
35-009,ESO000759,35,3510,Zemmouri,36.7903,3.60282,exact,operator_api,ooredoo,"{""ooredoo"":""1423566""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. TOURNI LOT N°12 LOCAL 03 ET 04,Boumerdes
35-010,ESO000440,35,3517,Ouled Moussa,36.6886,3.36056,exact,operator_api,ooredoo,"{""ooredoo"":""1423568""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE 200 LOGTS BAT D 01 N°04,Boumerdes
35-011,ESO000493,35,3528,Ouled Hedadj,36.7174,3.36942,exact,operator_api,ooredoo,"{""ooredoo"":""1423570""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. EL MAKHFI LOCAL N°2,Boumerdes
35-012,ESO000631,35,3517,Ouled Moussa,36.6836,3.36818,exact,operator_api,ooredoo,"{""ooredoo"":""1423572""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. HALIMI IBRAHIM,Boumerdes
35-013,ESO000647,35,3517,Ouled Moussa,36.7013,3.38874,exact,operator_api,ooredoo,"{""ooredoo"":""1423574""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. 20 Aout actuellement Ben Adjal ex N01,Boumerdes
35-014,ESO000683,35,3517,Ouled Moussa,36.6831,3.3675,exact,operator_api,ooredoo,"{""ooredoo"":""1423576""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,LOCAL N01 OULED MOUSSA CTRE,Boumerdes
35-015,ESO000117,35,3518,Larbatache,36.6375,3.37056,exact,operator_api,ooredoo,"{""ooredoo"":""1423578""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,RTE. OULED MOUSSA LARBATACHE,Boumerdes
35-016,ESO000146,35,3525,Beni Amrane,36.6678,3.58972,exact,operator_api,ooredoo,"{""ooredoo"":""1423580""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,CTE. MAKDOUD LOCAL N3,Boumerdes
35-017,ESO000435,35,3530,Hammedi,36.6806,3.25833,exact,operator_api,ooredoo,"{""ooredoo"":""1423582""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R.KERKAB ABDELKADER,Boumerdes
35-018,ESO000304,35,3531,Khemis El Khechna,36.6497,3.33194,exact,operator_api,ooredoo,"{""ooredoo"":""1423584""}",ESO,Espace Services Ooredoo,فضاء خدمات أوريدو,R. DJENATI RABAH,Boumerdes
